Localité;ID;Code postal;ssCommune;Sous-commune;Commune principale;Province;;;;;;;;;;;;;;;;;;;;;
Borchtlombeek;1729;1761;VRAI;Oui;ROOSDAAL;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Liedekerke;1730;1770;FAUX;Non;LIEDEKERKE;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Wemmel;1731;1780;FAUX;Non;WEMMEL;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Brussegem;1732;1785;VRAI;Oui;MERCHTEM;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Hamme;1733;1785;VRAI;Oui;MERCHTEM;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Merchtem;1734;1785;FAUX;Non;MERCHTEM;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Affligem;1735;1790;FAUX;Non;AFFLIGEM;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Essene;1736;1790;VRAI;Oui;AFFLIGEM;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Hekelgem;1737;1790;VRAI;Oui;AFFLIGEM;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Teralfene;1738;1790;VRAI;Oui;AFFLIGEM;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Peutie;1800;1800;VRAI;Oui;VILVOORDE;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Vilvoorde;1801;1800;FAUX;Non;VILVOORDE;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Cargovil;1802;1804;FAUX;;Cargovil;;;;;;;;;;;;;;;;;;;;;;
VTM;1803;1818;FAUX;;VTM;;;;;;;;;;;;;;;;;;;;;;
Melsbroek;1804;1820;VRAI;Oui;STEENOKKERZEEL;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Perk;1805;1820;VRAI;Oui;STEENOKKERZEEL;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Steenokkerzeel;1806;1820;FAUX;Non;STEENOKKERZEEL;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Machelen;1807;1830;FAUX;Non;MACHELEN;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Diegem;1808;1831;VRAI;Oui;MACHELEN;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Londerzeel;1809;1840;FAUX;Non;LONDERZEEL;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Malderen;1810;1840;VRAI;Oui;LONDERZEEL;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Steenhuffel;1811;1840;VRAI;Oui;LONDERZEEL;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Grimbergen;1812;1850;FAUX;Non;GRIMBERGEN;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Humbeek;1813;1851;VRAI;Oui;GRIMBERGEN;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Beigem;1814;1852;VRAI;Oui;GRIMBERGEN;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Strombeek-Bever;1815;1853;VRAI;Oui;GRIMBERGEN;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Meise;1816;1860;FAUX;Non;MEISE;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Wolvertem;1817;1861;VRAI;Oui;MEISE;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Kapelle-Op-Den-Bos;1818;1880;FAUX;Non;KAPELLE-OP-DEN-BOS;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Nieuwenrode;1819;1880;VRAI;Oui;KAPELLE-OP-DEN-BOS;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Ramsdonk;1820;1880;VRAI;Oui;KAPELLE-OP-DEN-BOS;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Berg;1910;1910;VRAI;Oui;KAMPENHOUT;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Buken;1911;1910;VRAI;Oui;KAMPENHOUT;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Kampenhout;1912;1910;FAUX;Non;KAMPENHOUT;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Nederokkerzeel;1913;1910;VRAI;Oui;KAMPENHOUT;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Nossegem;1914;1930;VRAI;Oui;ZAVENTEM;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Zaventem;1915;1930;FAUX;Non;ZAVENTEM;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Brucargo;1916;1931;FAUX;;Brucargo;;;;;;;;;;;;;;;;;;;;;;
Sint-Stevens-Woluwe;1917;1932;VRAI;Oui;ZAVENTEM;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Sterrebeek;1918;1933;VRAI;Oui;ZAVENTEM;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Office Exchange Brussels Airport Remailing;1919;1934;FAUX;;Office Exchange Brussels Airport Remailing;;;;;;;;;;;;;;;;;;;;;;
Corporate Village;1920;1935;FAUX;;Corporate Village;;;;;;;;;;;;;;;;;;;;;;
Kraainem;1921;1950;FAUX;Non;KRAAINEM;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Wezembeek-Oppem;1922;1970;FAUX;Non;WEZEMBEEK-OPPEM;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Eppegem;1923;1980;VRAI;Oui;ZEMST;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Zemst;1924;1980;FAUX;Non;ZEMST;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Hofstade;1925;1981;VRAI;Oui;ZEMST;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Elewijt;1926;1982;VRAI;Oui;ZEMST;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Weerde;1927;1982;VRAI;Oui;ZEMST;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Antwerpen;2000;2000;FAUX;Non;ANTWERPEN;ANVERS;;;;;;;;;;;;;;;;;;;;;
Antwerpen;2001;2018;FAUX;Non;ANTWERPEN;ANVERS;;;;;;;;;;;;;;;;;;;;;
Antwerpen;2002;2020;FAUX;Non;ANTWERPEN;ANVERS;;;;;;;;;;;;;;;;;;;;;
Antwerpen;2003;2030;FAUX;Non;ANTWERPEN;ANVERS;;;;;;;;;;;;;;;;;;;;;
Antwerpen;2004;2040;FAUX;Non;ANTWERPEN;ANVERS;;;;;;;;;;;;;;;;;;;;;
Berendrecht;2005;2040;VRAI;Oui;ANTWERPEN;ANVERS;;;;;;;;;;;;;;;;;;;;;
Lillo;2006;2040;VRAI;Oui;ANTWERPEN;ANVERS;;;;;;;;;;;;;;;;;;;;;
Zandvliet;2007;2040;VRAI;Oui;ANTWERPEN;ANVERS;;;;;;;;;;;;;;;;;;;;;
Antwerpen;2008;2050;FAUX;Non;ANTWERPEN;ANVERS;;;;;;;;;;;;;;;;;;;;;
Antwerpen;2009;2060;FAUX;Non;ANTWERPEN;ANVERS;;;;;;;;;;;;;;;;;;;;;
Burcht;2010;2070;VRAI;Oui;ZWIJNDRECHT;ANVERS;;;;;;;;;;;;;;;;;;;;;
Zwijndrecht;2011;2070;FAUX;Non;ZWIJNDRECHT;ANVERS;;;;;;;;;;;;;;;;;;;;;
Antwerpen x;2012;2099;FAUX;;Antwerpen x;;;;;;;;;;;;;;;;;;;;;;
Deurne;2100;2100;VRAI;Oui;ANTWERPEN;ANVERS;;;;;;;;;;;;;;;;;;;;;
Wijnegem;2101;2110;FAUX;Non;WIJNEGEM;ANVERS;;;;;;;;;;;;;;;;;;;;;
Borgerhout;2102;2140;VRAI;Oui;ANTWERPEN;ANVERS;;;;;;;;;;;;;;;;;;;;;
Borsbeek;2103;2150;FAUX;Non;BORSBEEK;ANVERS;;;;;;;;;;;;;;;;;;;;;
Wommelgem;2104;2160;FAUX;Non;WOMMELGEM;ANVERS;;;;;;;;;;;;;;;;;;;;;
Merksem;2105;2170;VRAI;Oui;ANTWERPEN;ANVERS;;;;;;;;;;;;;;;;;;;;;
Ekeren;2106;2180;VRAI;Oui;ANTWERPEN;ANVERS;;;;;;;;;;;;;;;;;;;;;
Herentals;2200;2200;FAUX;Non;HERENTALS;ANVERS;;;;;;;;;;;;;;;;;;;;;
Morkhoven;2201;2200;VRAI;Oui;HERENTALS;ANVERS;;;;;;;;;;;;;;;;;;;;;
Noorderwijk;2202;2200;VRAI;Oui;HERENTALS;ANVERS;;;;;;;;;;;;;;;;;;;;;
Hallaar;2203;2220;VRAI;Oui;HEIST-OP-DEN-BERG;ANVERS;;;;;;;;;;;;;;;;;;;;;
Heist-Op-Den-Berg;2204;2220;FAUX;Non;HEIST-OP-DEN-BERG;ANVERS;;;;;;;;;;;;;;;;;;;;;
Booischot;2205;2221;VRAI;Oui;HEIST-OP-DEN-BERG;ANVERS;;;;;;;;;;;;;;;;;;;;;
Itegem;2206;2222;VRAI;Oui;HEIST-OP-DEN-BERG;ANVERS;;;;;;;;;;;;;;;;;;;;;
Wiekevorst;2207;2222;VRAI;Oui;HEIST-OP-DEN-BERG;ANVERS;;;;;;;;;;;;;;;;;;;;;
Schriek;2208;2223;VRAI;Oui;HEIST-OP-DEN-BERG;ANVERS;;;;;;;;;;;;;;;;;;;;;
Herselt;2209;2230;FAUX;Non;HERSELT;ANVERS;;;;;;;;;;;;;;;;;;;;;
Ramsel;2210;2230;VRAI;Oui;HERSELT;ANVERS;;;;;;;;;;;;;;;;;;;;;
Houtvenne;2211;2235;VRAI;Oui;HULSHOUT;ANVERS;;;;;;;;;;;;;;;;;;;;;
Hulshout;2212;2235;FAUX;Non;HULSHOUT;ANVERS;;;;;;;;;;;;;;;;;;;;;
Westmeerbeek;2213;2235;VRAI;Oui;HULSHOUT;ANVERS;;;;;;;;;;;;;;;;;;;;;
Massenhoven;2214;2240;VRAI;Oui;ZANDHOVEN;ANVERS;;;;;;;;;;;;;;;;;;;;;
Viersel;2215;2240;VRAI;Oui;ZANDHOVEN;ANVERS;;;;;;;;;;;;;;;;;;;;;
Zandhoven;2216;2240;FAUX;Non;ZANDHOVEN;ANVERS;;;;;;;;;;;;;;;;;;;;;
Pulderbos;2217;2242;VRAI;Oui;ZANDHOVEN;ANVERS;;;;;;;;;;;;;;;;;;;;;
Pulle;2218;2243;VRAI;Oui;ZANDHOVEN;ANVERS;;;;;;;;;;;;;;;;;;;;;
Olen;2219;2250;FAUX;Non;OLEN;ANVERS;;;;;;;;;;;;;;;;;;;;;
Oevel;2220;2260;VRAI;Oui;WESTERLO;ANVERS;;;;;;;;;;;;;;;;;;;;;
Tongerlo;2221;2260;VRAI;Oui;WESTERLO;ANVERS;;;;;;;;;;;;;;;;;;;;;
Westerlo;2222;2260;FAUX;Non;WESTERLO;ANVERS;;;;;;;;;;;;;;;;;;;;;
Zoerle-Parwijs;2223;2260;VRAI;Oui;WESTERLO;ANVERS;;;;;;;;;;;;;;;;;;;;;
Herenthout;2224;2270;FAUX;Non;HERENTHOUT;ANVERS;;;;;;;;;;;;;;;;;;;;;
Gierle;2225;2275;VRAI;Oui;LILLE;ANVERS;;;;;;;;;;;;;;;;;;;;;
Lille;2226;2275;FAUX;Non;LILLE;ANVERS;;;;;;;;;;;;;;;;;;;;;
Poederlee;2227;2275;VRAI;Oui;LILLE;ANVERS;;;;;;;;;;;;;;;;;;;;;
Wechelderzande;2228;2275;VRAI;Oui;LILLE;ANVERS;;;;;;;;;;;;;;;;;;;;;
Grobbendonk;2229;2280;FAUX;Non;GROBBENDONK;ANVERS;;;;;;;;;;;;;;;;;;;;;
Bouwel;2230;2288;VRAI;Oui;GROBBENDONK;ANVERS;;;;;;;;;;;;;;;;;;;;;
Vorselaar;2231;2290;FAUX;Non;VORSELAAR;ANVERS;;;;;;;;;;;;;;;;;;;;;
Turnhout;2300;2300;FAUX;Non;TURNHOUT;ANVERS;;;;;;;;;;;;;;;;;;;;;
Rijkevorsel;2301;2310;FAUX;Non;RIJKEVORSEL;ANVERS;;;;;;;;;;;;;;;;;;;;;
Hoogstraten;2302;2320;FAUX;Non;HOOGSTRATEN;ANVERS;;;;;;;;;;;;;;;;;;;;;
Meer;2303;2321;VRAI;Oui;HOOGSTRATEN;ANVERS;;;;;;;;;;;;;;;;;;;;;
Minderhout;2304;2322;VRAI;Oui;HOOGSTRATEN;ANVERS;;;;;;;;;;;;;;;;;;;;;
Wortel;2305;2323;VRAI;Oui;HOOGSTRATEN;ANVERS;;;;;;;;;;;;;;;;;;;;;
Meerle;2306;2328;VRAI;Oui;HOOGSTRATEN;ANVERS;;;;;;;;;;;;;;;;;;;;;
Merksplas;2307;2330;FAUX;Non;MERKSPLAS;ANVERS;;;;;;;;;;;;;;;;;;;;;
Beerse;2308;2340;FAUX;Non;BEERSE;ANVERS;;;;;;;;;;;;;;;;;;;;;
Vlimmeren;2309;2340;VRAI;Oui;BEERSE;ANVERS;;;;;;;;;;;;;;;;;;;;;
Vosselaar;2310;2350;FAUX;Non;VOSSELAAR;ANVERS;;;;;;;;;;;;;;;;;;;;;
Oud-Turnhout;2311;2360;FAUX;Non;OUD-TURNHOUT;ANVERS;;;;;;;;;;;;;;;;;;;;;
Arendonk;2312;2370;FAUX;Non;ARENDONK;ANVERS;;;;;;;;;;;;;;;;;;;;;
Ravels;2313;2380;FAUX;Non;RAVELS;ANVERS;;;;;;;;;;;;;;;;;;;;;
Weelde;2314;2381;VRAI;Oui;RAVELS;ANVERS;;;;;;;;;;;;;;;;;;;;;
Poppel;2315;2382;VRAI;Oui;RAVELS;ANVERS;;;;;;;;;;;;;;;;;;;;;
Baarle-Hertog;2316;2387;FAUX;Non;BAARLE-HERTOG;ANVERS;;;;;;;;;;;;;;;;;;;;;
Malle;2317;2390;FAUX;Non;MALLE;ANVERS;;;;;;;;;;;;;;;;;;;;;
Oostmalle;2318;2390;VRAI;Oui;MALLE;ANVERS;;;;;;;;;;;;;;;;;;;;;
Westmalle;2319;2390;VRAI;Oui;MALLE;ANVERS;;;;;;;;;;;;;;;;;;;;;
Mol;2400;2400;FAUX;Non;MOL;ANVERS;;;;;;;;;;;;;;;;;;;;;
Eindhout;2401;2430;VRAI;Oui;LAAKDAL;ANVERS;;;;;;;;;;;;;;;;;;;;;
Vorst;2402;2430;VRAI;Oui;LAAKDAL;ANVERS;;;;;;;;;;;;;;;;;;;;;
Varendonk;2403;2431;VRAI;Oui;LAAKDAL;ANVERS;;;;;;;;;;;;;;;;;;;;;
Veerle;2404;2431;VRAI;Oui;LAAKDAL;ANVERS;;;;;;;;;;;;;;;;;;;;;
Geel;2405;2440;FAUX;Non;GEEL;ANVERS;;;;;;;;;;;;;;;;;;;;;
Meerhout;2406;2450;FAUX;Non;MEERHOUT;ANVERS;;;;;;;;;;;;;;;;;;;;;
Kasterlee;2407;2460;FAUX;Non;KASTERLEE;ANVERS;;;;;;;;;;;;;;;;;;;;;
Lichtaart;2408;2460;VRAI;Oui;KASTERLEE;ANVERS;;;;;;;;;;;;;;;;;;;;;
Tielen;2409;2460;VRAI;Oui;KASTERLEE;ANVERS;;;;;;;;;;;;;;;;;;;;;
Retie;2410;2470;FAUX;Non;RETIE;ANVERS;;;;;;;;;;;;;;;;;;;;;
Dessel;2411;2480;FAUX;Non;DESSEL;ANVERS;;;;;;;;;;;;;;;;;;;;;
Balen;2412;2490;FAUX;Non;BALEN;ANVERS;;;;;;;;;;;;;;;;;;;;;
Olmen;2413;2491;VRAI;Oui;BALEN;ANVERS;;;;;;;;;;;;;;;;;;;;;
Koningshooikt;2500;2500;VRAI;Oui;LIER;ANVERS;;;;;;;;;;;;;;;;;;;;;
Lier;2501;2500;FAUX;Non;LIER;ANVERS;;;;;;;;;;;;;;;;;;;;;
Broechem;2502;2520;VRAI;Oui;RANST;ANVERS;;;;;;;;;;;;;;;;;;;;;
Emblem;2503;2520;VRAI;Oui;RANST;ANVERS;;;;;;;;;;;;;;;;;;;;;
Oelegem;2504;2520;VRAI;Oui;RANST;ANVERS;;;;;;;;;;;;;;;;;;;;;
Ranst;2505;2520;FAUX;Non;RANST;ANVERS;;;;;;;;;;;;;;;;;;;;;
Boechout;2506;2530;FAUX;Non;BOECHOUT;ANVERS;;;;;;;;;;;;;;;;;;;;;
Vremde;2507;2531;VRAI;Oui;BOECHOUT;ANVERS;;;;;;;;;;;;;;;;;;;;;
Hove;2508;2540;FAUX;Non;HOVE;ANVERS;;;;;;;;;;;;;;;;;;;;;
Lint;2509;2547;FAUX;Non;LINT;ANVERS;;;;;;;;;;;;;;;;;;;;;
Kontich;2510;2550;FAUX;Non;KONTICH;ANVERS;;;;;;;;;;;;;;;;;;;;;
Waarloos;2511;2550;VRAI;Oui;KONTICH;ANVERS;;;;;;;;;;;;;;;;;;;;;
Bevel;2512;2560;VRAI;Oui;NIJLEN;ANVERS;;;;;;;;;;;;;;;;;;;;;
Kessel;2513;2560;VRAI;Oui;NIJLEN;ANVERS;;;;;;;;;;;;;;;;;;;;;
Nijlen;2514;2560;FAUX;Non;NIJLEN;ANVERS;;;;;;;;;;;;;;;;;;;;;
Duffel;2515;2570;FAUX;Non;DUFFEL;ANVERS;;;;;;;;;;;;;;;;;;;;;
Beerzel;2516;2580;VRAI;Oui;PUTTE;ANVERS;;;;;;;;;;;;;;;;;;;;;
Putte;2517;2580;FAUX;Non;PUTTE;ANVERS;;;;;;;;;;;;;;;;;;;;;
Berlaar;2518;2590;FAUX;Non;BERLAAR;ANVERS;;;;;;;;;;;;;;;;;;;;;
Gestel;2519;2590;VRAI;Oui;BERLAAR;ANVERS;;;;;;;;;;;;;;;;;;;;;
Berchem;2600;2600;VRAI;Oui;ANTWERPEN;ANVERS;;;;;;;;;;;;;;;;;;;;;
Wilrijk;2601;2610;VRAI;Oui;ANTWERPEN;ANVERS;;;;;;;;;;;;;;;;;;;;;
Hemiksem;2602;2620;FAUX;Non;HEMIKSEM;ANVERS;;;;;;;;;;;;;;;;;;;;;
Schelle;2603;2627;FAUX;Non;SCHELLE;ANVERS;;;;;;;;;;;;;;;;;;;;;
Aartselaar;2604;2630;FAUX;Non;AARTSELAAR;ANVERS;;;;;;;;;;;;;;;;;;;;;
Mortsel;2605;2640;FAUX;Non;MORTSEL;ANVERS;;;;;;;;;;;;;;;;;;;;;
Edegem;2606;2650;FAUX;Non;EDEGEM;ANVERS;;;;;;;;;;;;;;;;;;;;;
Hoboken;2607;2660;VRAI;Oui;ANTWERPEN;ANVERS;;;;;;;;;;;;;;;;;;;;;
Mechelen;2800;2800;FAUX;Non;MECHELEN;ANVERS;;;;;;;;;;;;;;;;;;;;;
Walem;2801;2800;VRAI;Oui;MECHELEN;ANVERS;;;;;;;;;;;;;;;;;;;;;
Heffen;2802;2801;VRAI;Oui;MECHELEN;ANVERS;;;;;;;;;;;;;;;;;;;;;
Hombeek;2803;2811;VRAI;Oui;MECHELEN;ANVERS;;;;;;;;;;;;;;;;;;;;;
Leest;2804;2811;VRAI;Oui;MECHELEN;ANVERS;;;;;;;;;;;;;;;;;;;;;
Muizen;2805;2812;VRAI;Oui;MECHELEN;ANVERS;;;;;;;;;;;;;;;;;;;;;
Bonheiden;2806;2820;FAUX;Non;BONHEIDEN;ANVERS;;;;;;;;;;;;;;;;;;;;;
Rijmenam;2807;2820;VRAI;Oui;BONHEIDEN;ANVERS;;;;;;;;;;;;;;;;;;;;;
Blaasveld;2808;2830;VRAI;Oui;WILLEBROEK;ANVERS;;;;;;;;;;;;;;;;;;;;;
Heindonk;2809;2830;VRAI;Oui;WILLEBROEK;ANVERS;;;;;;;;;;;;;;;;;;;;;
Tisselt;2810;2830;VRAI;Oui;WILLEBROEK;ANVERS;;;;;;;;;;;;;;;;;;;;;
Willebroek;2811;2830;FAUX;Non;WILLEBROEK;ANVERS;;;;;;;;;;;;;;;;;;;;;
Reet;2812;2840;VRAI;Oui;RUMST;ANVERS;;;;;;;;;;;;;;;;;;;;;
Rumst;2813;2840;FAUX;Non;RUMST;ANVERS;;;;;;;;;;;;;;;;;;;;;
Terhagen;2814;2840;VRAI;Oui;RUMST;ANVERS;;;;;;;;;;;;;;;;;;;;;
Niel;2815;2845;FAUX;Non;NIEL;ANVERS;;;;;;;;;;;;;;;;;;;;;
Boom;2816;2850;FAUX;Non;BOOM;ANVERS;;;;;;;;;;;;;;;;;;;;;
Sint-Katelijne-Waver;2817;2860;FAUX;Non;SINT-KATELIJNE-WAVER;ANVERS;;;;;;;;;;;;;;;;;;;;;
Onze-Lieve-Vrouw-Waver;2818;2861;VRAI;Oui;SINT-KATELIJNE-WAVER;ANVERS;;;;;;;;;;;;;;;;;;;;;
Breendonk;2819;2870;VRAI;Oui;PUURS-SINT-AMANDS;ANVERS;;;;;;;;;;;;;;;;;;;;;
Liezele;2820;2870;VRAI;Oui;PUURS-SINT-AMANDS;ANVERS;;;;;;;;;;;;;;;;;;;;;
Puurs;2821;2870;VRAI;Oui;PUURS-SINT-AMANDS;ANVERS;;;;;;;;;;;;;;;;;;;;;
Ruisbroek;2822;2870;VRAI;Oui;PUURS-SINT-AMANDS;ANVERS;;;;;;;;;;;;;;;;;;;;;
Bornem;2823;2880;FAUX;Non;BORNEM;ANVERS;;;;;;;;;;;;;;;;;;;;;
Hingene;2824;2880;VRAI;Oui;BORNEM;ANVERS;;;;;;;;;;;;;;;;;;;;;
Mariekerke;2825;2880;VRAI;Oui;BORNEM;ANVERS;;;;;;;;;;;;;;;;;;;;;
Weert;2826;2880;VRAI;Oui;BORNEM;ANVERS;;;;;;;;;;;;;;;;;;;;;
Lippelo;2827;2890;VRAI;Oui;PUURS-SINT-AMANDS;ANVERS;;;;;;;;;;;;;;;;;;;;;
Oppuurs;2828;2890;VRAI;Oui;PUURS-SINT-AMANDS;ANVERS;;;;;;;;;;;;;;;;;;;;;
Sint-Amands;2829;2890;VRAI;Oui;PUURS-SINT-AMANDS;ANVERS;;;;;;;;;;;;;;;;;;;;;
Schoten;2900;2900;FAUX;Non;SCHOTEN;ANVERS;;;;;;;;;;;;;;;;;;;;;
Essen;2901;2910;FAUX;Non;ESSEN;ANVERS;;;;;;;;;;;;;;;;;;;;;
Kalmthout;2902;2920;FAUX;Non;KALMTHOUT;ANVERS;;;;;;;;;;;;;;;;;;;;;
Brasschaat;2903;2930;FAUX;Non;BRASSCHAAT;ANVERS;;;;;;;;;;;;;;;;;;;;;
Hoevenen;2904;2940;VRAI;Oui;STABROEK;ANVERS;;;;;;;;;;;;;;;;;;;;;
Stabroek;2905;2940;FAUX;Non;STABROEK;ANVERS;;;;;;;;;;;;;;;;;;;;;
Kapellen;2906;2950;FAUX;Non;KAPELLEN;ANVERS;;;;;;;;;;;;;;;;;;;;;
Brecht;2907;2960;FAUX;Non;BRECHT;ANVERS;;;;;;;;;;;;;;;;;;;;;
Sint-Job-In-'T-Goor;2908;2960;VRAI;Oui;BRECHT;ANVERS;;;;;;;;;;;;;;;;;;;;;
Sint-Lenaarts;2909;2960;VRAI;Oui;BRECHT;ANVERS;;;;;;;;;;;;;;;;;;;;;
'S Gravenwezel;2910;2970;VRAI;Oui;SCHILDE;ANVERS;;;;;;;;;;;;;;;;;;;;;
Schilde;2911;2970;FAUX;Non;SCHILDE;ANVERS;;;;;;;;;;;;;;;;;;;;;
Halle;2912;2980;VRAI;Oui;ZOERSEL;ANVERS;;;;;;;;;;;;;;;;;;;;;
Zoersel;2913;2980;FAUX;Non;ZOERSEL;ANVERS;;;;;;;;;;;;;;;;;;;;;
Loenhout;2914;2990;VRAI;Oui;WUUSTWEZEL;ANVERS;;;;;;;;;;;;;;;;;;;;;
Wuustwezel;2915;2990;FAUX;Non;WUUSTWEZEL;ANVERS;;;;;;;;;;;;;;;;;;;;;
Leuven;3000;3000;FAUX;Non;LEUVEN;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Heverlee;3001;3001;VRAI;Oui;LEUVEN;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Kessel Lo;3002;3010;VRAI;Oui;LEUVEN;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Wilsele;3003;3012;VRAI;Oui;LEUVEN;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Wijgmaal;3004;3018;VRAI;Oui;LEUVEN;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Herent;3005;3020;FAUX;Non;HERENT;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Veltem-Beisem;3006;3020;VRAI;Oui;HERENT;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Winksele;3007;3020;VRAI;Oui;HERENT;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Huldenberg;3008;3040;FAUX;Non;HULDENBERG;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Loonbeek;3009;3040;VRAI;Oui;HULDENBERG;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Neerijse;3010;3040;VRAI;Oui;HULDENBERG;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Ottenburg;3011;3040;VRAI;Oui;HULDENBERG;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Sint-Agatha-Rode;3012;3040;VRAI;Oui;HULDENBERG;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Oud-Heverlee;3013;3050;FAUX;Non;OUD-HEVERLEE;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Sint-Joris-Weert;3014;3051;VRAI;Oui;OUD-HEVERLEE;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Blanden;3015;3052;VRAI;Oui;OUD-HEVERLEE;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Haasrode;3016;3053;VRAI;Oui;OUD-HEVERLEE;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Vaalbeek;3017;3054;VRAI;Oui;OUD-HEVERLEE;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Bertem;3018;3060;FAUX;Non;BERTEM;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Korbeek-Dijle;3019;3060;VRAI;Oui;BERTEM;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Leefdaal;3020;3061;VRAI;Oui;BERTEM;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Kortenberg;3021;3070;FAUX;Non;KORTENBERG;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Erps-Kwerps;3022;3071;VRAI;Oui;KORTENBERG;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Everberg;3023;3078;VRAI;Oui;KORTENBERG;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Meerbeek;3024;3078;VRAI;Oui;KORTENBERG;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Duisburg;3025;3080;VRAI;Oui;TERVUREN;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Tervuren;3026;3080;FAUX;Non;TERVUREN;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Vossem;3027;3080;VRAI;Oui;TERVUREN;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Overijse;3028;3090;FAUX;Non;OVERIJSE;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
Rotselaar;3110;3110;FAUX;Non;ROTSELAAR;BRABANT FLAMAND;;;;;;;;;;;;;;;;;;;;;
